Latitude,Longitude,City,Distributor,Demand
27.3636,75.56838,Ringas,D653,80
16.0184,80.82958,Repalle,D654,113
28.69467,79.52284,Richha,D655,102
28.199,76.6183,Rewari,D656,85
24.53256,81.29234,Rewa,D657,100
24.21641,83.0358,Renukut,D658,95
21.52798,86.87156,Remuna,D659,117
18.55363,72.92559,Revadanda,D660,105
25.85091,84.3778,Reoti,D661,85
14.69971,76.85241,Rayadrug,D662,101
21.64602,84.05311,Rengali,D663,92
16.49178,74.77391,Raybag,D664,81
25.78976,84.63596,Revelganj,D665,98
27.55607,77.78972,Raya,D666,97
29.26724,74.40288,Rawatsar,D667,81
23.63722,79.06275,Rehli,D668,110
22.73781,77.43399,Rehti,D669,114
29.69029,75.57688,Ratia,D670,117
26.97982,84.85065,Raxaul,D671,89
13.65143,79.51256,Renigunta,D672,87
23.33033,75.04032,Ratlam,D673,106
18.44909,83.65957,Razam,D674,108
16.47608,81.83912,Razole,D675,110
14.05723,78.75056,Rayachoti,D676,92
24.92981,75.59209,Rawatbhata,D677,90
21.24757,76.03509,Raver,D678,87
22.2866,82.16823,Ratanpur,D679,96
29.52454,74.83689,Rania,D680,85
23.83463,91.36614,Ranir Bazar,D681,90
22.22496,84.86414,Raurkela,D682,80
23.6843,85.05457,Ray,D683,91
29.64082,79.43229,Ranikhet,D684,116
25.8576,83.85487,Rasra,D685,111
24.81667,75.11667,Ratangarh,D686,113
26.74491,80.49012,Rasulabad,D687,99
25.59474,79.5666,Rath,D688,85
25.25034,79.06204,Ranipur,D689,119
27.17733,88.53358,Rangpo,D690,104
28.08137,74.61854,Ratangarh,D691,103
21.68734,69.74485,Ranavav,D692,80
23.57267,70.64718,Rapar,D693,84
23.34316,85.3094,Ranchi,D694,82
23.6164,87.13061,Raniganj,D695,118
26.83772,92.66876,Rangapara,D696,84
11.46009,78.18635,Rasipuram,D697,114
14.62239,75.62951,Ranibennur,D698,81
25.35031,73.30885,Rani,D699,85
26.44931,91.61356,Rangia,D700,104
16.99154,73.31022,Ratnagiri,D701,90
22.64704,74.52118,Ranapur,D702,103
24.17737,87.78275,Rampur Hat,D703,117
23.17623,88.56667,Ranaghat,D704,102
24.467,75.43996,Rampura,D705,106
31.44943,77.63087,Rampur,D706,92
30.256,75.24116,Rampura,D707,96
26.34967,79.18234,Rampura,D708,85
29.8062,77.45251,Rampur,D709,99
21.39562,79.32725,Ramtek,D710,111
28.81014,79.02699,Rampur,D711,113
32.80728,75.31119,Ramnagar,D712,111
27.08499,81.40575,Ramnagar,D713,80
27.16371,84.32342,Ramnagar,D714,91
24.64648,75.94325,Ramganj Mandi,D715,109
18.80084,79.45206,Ramgundam,D716,115
33.40379,74.22388,Ramgarh,D717,99
26.90172,83.83758,Ramkola,D718,102
27.25097,75.17893,Ramgarh,D719,85
19.51667,85.1,Rambha,D720,117
31.96739,74.9087,Ram Das,D721,84
29.3925,79.1283,Ramnagar,D722,114
25.26907,83.02971,Ramnagar,D723,94
22.82815,87.60888,Ramjibanpur,D724,93
23.6303,85.52156,Ramgarh,D725,110
12.72181,77.28149,Closepet,D726,89
13.10091,79.1841,Ramapuram,D727,107
23.80637,83.69981,Ramanuj Ganj,D728,95
9.37158,78.83077,Ramanathapuram,D729,80
33.24278,75.23513,Ramban,D730,111
19.77947,79.36459,Rajura,D731,84
25.07145,73.8798,Rajsamand,D732,93
21.03854,71.44345,Rajula,D733,106
20.11087,78.89311,Rajur,D734,81
9.2885,79.31271,Rameswaram,D735,120
24.88929,79.91178,Rajnagar,D736,83
22.30393,74.35568,Rajpur,D737,102
30.47856,76.59284,Rajpura,D738,114
9.93333,76.5,Ramamangalam,D739,109
21.94022,75.13608,Rajpur,D740,94
22.29161,70.79322,Rajkot,D741,99
21.86667,73.5,Rajpipla,D742,99
27.23731,76.62243,Rajgarh,D743,86
18.86667,73.9,Rajgurunagar,D744,119
25.38725,81.15125,Rajapur,D745,99
16.83636,82.02871,Ramachandrapuram,D746,92
30.85142,77.30066,Rajgarh,D747,80
15.28749,77.86722,Ramapuram,D748,111
24.00826,76.7325,Rajgarh,D749,97
21.09687,81.0289,Raj-Nandgaon,D750,101
16.65679,73.51701,Rajapur,D751,111
25.61281,88.12449,Raiganj,D752,116
25.05303,87.83048,Rajmahal,D753,87
31.72021,74.8008,Raja Sansi,D754,83
30.31097,78.08979,Raipur,D755,100
28.64201,75.38612,Rajgarh,D756,102
29.53583,73.44917,Raisinghnagar,D757,94
22.67821,74.94483,Rajgarh,D758,106
33.37526,74.3092,Rajaori,D759,115
16.20546,77.35567,Raichur,D760,106
17.00517,81.77784,Rajahmundry,D761,89
25.02828,85.42079,Rajgir,D762,102
23.78968,78.39473,Rahatgarh,D763,118
19.39069,74.64979,Rahuri,D764,85
26.89802,78.171,Rajakhera,D765,101
14.19544,79.15896,Razampeta,D766,113
9.45296,77.55335,Rajapalaiyam,D767,109
21.89764,83.3966,Raigarh,D768,119
17.5921,74.19966,Rahimatpur,D769,106
24.44318,77.19768,Raghogarh,D770,116
30.01864,78.2293,Raiwala Bara,D771,90
30.02706,77.15177,Radaur,D772,96
24.81757,84.63445,Rafiganj,D773,119
28.02849,74.47442,Rajaldesar,D774,98
30.65,75.6,Raikot,D775,120
26.04259,74.02373,Raipur,D776,118
23.33033,77.7811,Raisen,D777,113
25.64492,87.91762,Raghunathpur,D778,108
15.30499,73.97096,Raia,D779,84
31.05275,76.11907,Rahon,D780,88
23.83238,71.6047,Radhanpur,D781,83
33.63828,75.14261,Qazigund,D782,116
28.25153,77.60253,Rabupura,D783,114
21.23333,81.63333,Raipur,D784,110
12.75975,75.20169,Puttur,D785,105
15.2128,74.0772,Quepem,D786,110
8.88113,76.58469,Kollam,D787,106
26.23333,92.51667,Raha,D788,115
23.53878,86.6735,Raghunathpur,D789,119
27.52432,77.49101,Radhakund,D790,112
31.82198,75.37663,Qadian,D791,119
26.45756,80.77403,Purwa,D792,102
26.2309,81.23315,Raebareli,D793,94
19.52024,84.88514,Purushottampur,D794,119
26.49022,74.55211,Pushkar,D795,87
16.47567,75.1106,Rabkavi,D796,80
19.91274,77.57838,Pusad,D797,90
13.44189,79.55314,Puttur,D798,105
23.33062,86.36303,Puruliya,D799,116
15.39011,73.98557,Queula,D800,93
25.85643,87.53836,Kasba,D801,111
22.23507,76.39335,Punasa,D802,99
28.51283,80.14829,Puranpur,D803,117
25.77895,87.47422,Purnia,D804,108
33.87405,74.89955,Pulwama,D805,103
19.1817,77.02566,Purna,D806,104
27.86371,77.20432,Punahana,D807,115
11.35163,77.16671,Punjai Puliyampatti,D808,103
9.01956,76.92261,Punalur,D809,101
10.9411,78.91041,Pullambadi,D810,91
10.63375,78.84139,Puliyur,D811,106
26.47079,85.70311,Pupri,D812,108
29.76096,76.56034,Pundri,D813,112
19.79825,85.82494,Puri,D814,103
13.33015,80.14577,Puduvayal,D815,90
18.51957,73.85535,Pune,D816,111
13.36672,78.57186,Punganuru,D817,119
11.15217,78.21205,Puduppatti,D818,107
9.17489,77.39799,Puliyangudi,D819,112
9.29169,78.13848,Pudur,D820,115
20.72204,78.32056,Pulgaon,D822,109
14.42139,78.22502,Pulivendla,D823,104
12.99801,79.14352,Pudur,D824,86
10.38128,78.82141,Pudukkottai,D825,91
12.14473,75.94514,Ponnampet,D826,108
26.67444,78.37081,Porsa,D827,80
21.64219,69.60929,Porbandar,D828,93
25.89509,81.9424,Pratapgarh,D829,95
26.22375,79.83739,Pukhrayan,D830,86
24.03215,74.78162,Pratapgarh,D831,101
13.04888,80.11488,Poonamalle,D832,115
10.76695,75.92523,Ponnani,D833,103
16.06547,80.55203,Ponnuru,D834,118
14.7502,78.54813,Proddatur,D835,87
13.33868,80.19487,Ponneri,D836,96
10.28032,78.53601,Ponnamaravati,D837,118
11.93381,79.82979,Puducherry,D838,116
12.51217,79.12405,Polur,D839,118
10.65825,77.0085,Pollachi,D840,102
15.40341,74.01519,Ponda,D841,112
15.01667,74.01667,Pololem,D842,106
19.69386,84.81401,Polasara,D843,102
29.58349,80.20947,Pithoragarh,D844,87
21.25021,82.51707,Pithora,D845,84
30.42553,79.43066,Pipalkoti,D846,102
24.79749,73.05505,Pindwara,D847,111
12.33497,76.10073,Piriyapatna,D848,93
26.92007,71.91631,Pokaran,D849,103
17.1168,82.25284,Pithapuram,D850,105
25.33218,84.40454,Piro,D851,115
17.24754,81.64372,Polavaram,D852,106
29.44964,74.10093,Pilibangan,D853,95
20.11357,85.83147,Pipili,D854,85
26.82745,83.52632,Pipraich,D855,96
28.63124,79.80436,Pilibhit,D856,111
24.15506,76.02728,Pirawa,D857,80
26.88487,78.37647,Pinahat,D858,118
23.35,75.43333,Piploda,D859,102
9.86667,76.5,Piravam,D860,119
28.71271,77.656,Pilkhua,D861,89
19.79371,75.53519,Pipri,D862,100
16.71667,81.55,Pippara,D863,84
30.79873,76.91822,Pinjaur,D864,109
10.74317,77.10296,Periyanegamam,D865,98
25.66667,94.5,Phek,D866,91
29.18824,77.82996,Phalauda,D867,117
18.62292,73.80696,Pimpri,D868,109
34.58022,74.07686,Pharkian,D869,85
27.13102,72.36826,Phalodi,D870,104
16.29078,80.26233,Phirangipuram,D871,113
28.36725,75.60352,Pilani,D872,94
27.61987,80.20343,Pihani,D873,102
26.87401,75.24171,Phulera,D874,89
31.01887,75.79111,Phillaur,D875,80
26.38441,73.54394,Pipar,D876,115
27.32166,78.47267,Phariha,D877,110
26.07779,82.87608,Phulpur,D878,93
20.48101,84.23063,Phulbani,D879,92
10.97519,76.91292,Perur,D880,83
22.47681,72.79995,Petlad,D881,115
12.9343,78.7189,Peranampattu,D882,103
25.54895,82.0895,Phulpur,D883,92
17.99113,74.43177,Phaltan,D884,103
11.27564,77.58794,Perundurai,D885,87
12.57052,79.43332,Peranamallur,D886,84
26.59888,79.46437,Phaphund,D887,119
11.15255,76.95159,Periyanayakkanpalaiyam,D888,103
16.65363,81.7455,Penugonda,D889,81
31.22452,75.77387,Phagwara,D890,102
15.723,73.79511,Pernem,D891,85
10.75812,77.27087,Periyapatti,D892,98
10.29035,79.20156,Peravurani,D893,104
23.01102,74.79772,Petlawad,D894,104
14.08286,77.59473,Penukonda,D895,98
10.11544,76.47611,Perumpavur,D896,82
12.24681,79.22592,Pennathur,D897,87
11.83334,75.85408,Perya,D898,80
11.23333,78.88333,Perambalur,D899,120
10.12268,77.54372,Periyakulam,D900,109
9.73579,77.78955,Peraiyur,D901,114
12.13433,77.89525,Pennagaram,D902,116
30.15286,78.7771,Pauri,D903,87
18.73734,73.09603,Pen,D904,106
20.79229,79.63644,Pawni,D905,90
17.07701,82.13836,Peddapuram,D906,105
18.61357,79.37442,Peddapalli,D907,110
25.9215,82.20048,Patti,D908,104
11.40389,79.24156,Pennadam,D909,111
12.0935,75.20249,Payyannur,D910,110
14.09953,77.28018,Pavugada,D911,104
11.91774,78.36865,Papireddippatti,D912,83
28.06626,80.10305,Pawayan,D913,92
23.55286,88.26473,Patuli,D914,82
10.42358,79.31949,Pattukkottai,D915,112
19.17279,75.17425,Pathardi,D916,86
24.26635,80.16196,Pawai,D917,96
17.37513,73.90143,Patan,D918,89
20.70833,83.13263,Patnagarh,D919,101
29.97897,76.58249,Pehowa,D920,96
23.59276,74.17396,Partapur,D921,99
34.16125,74.55634,Pattan,D922,116
27.69086,78.99823,Patiali,D923,103
26.88604,74.76602,Parvatsar,D924,95
22.77548,81.95968,Pendra,D925,107
22.55656,83.46355,Pathalgaon,D926,88
20.5087,72.94569,Pardi,D927,92
25.59408,85.13563,Patna,D928,110
26.07354,81.49207,Parshadepur,D929,101
23.19697,87.53319,Patrasaer,D930,112
31.28092,74.85849,Patti,D931,111
32.27484,75.65287,Pathankot,D932,115
16.25582,81.14378,Pedana,D933,92
20.46093,76.93725,Patur,D934,89
9.26667,76.78333,Pathanamthitta,D935,92
23.6658,86.43166,Pathardih,D936,94
22.84412,82.19823,Pasan,D937,117
18.78392,83.42569,Parvatipuram,D938,110
23.89921,79.19393,Patharia,D939,82
20.88098,75.11937,Parola,D940,98
28.06631,95.32678,Pasighat,D941,98
32.34598,75.43441,Parol,D942,85
30.33625,76.3922,Patiala,D943,95
23.28636,79.68962,Patan,D944,100
28.97841,77.93422,Parichhatgarh,D945,90
11.01667,75.86667,Pariyapuram,D946,89
20.31641,86.6085,Paradip Garh,D947,111
28.32547,76.77858,Pataudi,D948,93
18.78113,84.08836,Parlakimidi,D949,103
21.03333,81.53333,Patan,D950,104
23.8507,72.12963,Patan,D951,107
17.53334,78.2645,Patancheru,D952,80
22.1913,78.75904,Parasia,D953,108
8.7947,76.66798,Paravur Tekkumbhagam,D954,83
19.2588,76.43412,Pathri,D955,84
18.85057,76.53163,Parli Vaijnath,D956,96
10.45034,77.5209,Palani,D957,86
21.69816,76.22487,Pandhana,D958,82
20.57806,86.56063,Patamundai,D959,104
12.22086,78.0592,Papparappatti,D960,114
11.9399,78.40161,Pallippatti,D961,120
16.5779,81.29463,Pallevada,D962,115
12.50094,76.67416,French Rocks,D963,80
17.67924,75.33098,Pandharpur,D964,111
11.95655,75.34034,Pappinissheri,D965,83
19.26855,76.77081,Parbhani,D966,101
20.56101,72.94846,Parnera,D967,93
11.74014,76.07369,Panamaram,D968,109
10.92687,79.27056,Papanasam,D969,103
15.46667,74.08333,Palle,D970,115
11.77662,79.55269,Panruti,D971,111
13.2,78.74725,Palmaner,D972,103
25.50789,78.75954,Parichha,D973,87
31.66902,77.05359,Pandoh,D974,102
30.43666,77.62462,Paonta Sahib,D975,103
13.3386,79.44489,Pallipattu,D976,116
23.28539,79.99509,Panagar,D977,86
23.07492,88.28637,Pandua,D978,106
19.59925,76.21541,Partur,D979,104
24.72094,80.18772,Panna,D980,84
17.60184,80.70509,Paloncha,D981,99
21.65981,74.69937,Pansemal,D982,118
22.69089,88.37404,Panihati,D983,116
13.25,74.75,Pangala,D984,84
9.00798,76.52023,Ponmana,D985,85
16.8121,74.11007,Panhala,D986,92
22.20568,78.55093,Panara,D987,88
18.98878,73.11013,Panvel,D988,105
29.38747,76.96825,Panipat,D989,116
9.54633,78.5907,Paramagudi,D990,114
10.14609,78.80309,Pallattur,D991,106
17.92449,73.8008,Panchgani,D992,101
22.22495,81.40994,Pandaria,D993,109
21.59556,78.52628,Pandhurna,D994,102
10.99175,77.28633,Palladam,D995,116
15.49574,73.82624,Panaji,D996,93
10.72057,77.87951,Pallappatti,D997,82
28.14469,77.32546,Palwal,D998,119
12.96796,80.15025,Pallavaram,D999,116
22.18714,81.32815,Pandatarai,D1000,92
12.90518,78.9427,Pallikondai,D1001,98
25.77276,73.32335,Pali,D1002,117
24.49188,78.41617,Pali,D1003,104
22.25757,71.56024,Paliyad,D1004,90
25.02013,79.22818,Palera,D1005,120
28.43205,80.58137,Palia Kalan,D1006,108
18.60374,83.75568,Palkonda,D1007,82
23.36453,81.04374,Pali,D1008,102
21.52519,71.82309,Palitana,D1009,94
10.77319,76.65366,Palghat,D1010,83
32.11453,76.55681,Palampur,D1011,105
8.24462,77.32581,Padmanabhapuram,D1012,85
13.44903,79.11493,Pakala,D1013,111
28.1722,78.06376,Pahasu,D1014,88
12.76793,78.88304,Odugattur,D1015,95
24.63925,87.84239,Pakur,D1016,84
16.5167,81.73,Palakollu,D1017,106
20.99932,83.06325,Padampur,D1018,92
27.51234,82.64297,Pachperwa,D1019,100
10.10501,78.11336,Palamedu,D1020,96
12.30696,78.07022,Palakkodu,D1021,95
10.7735,76.37758,Ottappalam,D1022,104
11.74099,78.04559,Omalur,D1023,103
26.90403,83.98087,Padrauna,D1024,118
19.69693,72.76543,Palghar,D1025,95
22.2398,73.08451,Padra,D1026,101
25.35192,78.64033,Orchha,D1027,95
18.77257,84.41012,Palasa,D1028,98
29.70885,73.62539,Padampur,D1029,105
24.17128,72.43827,Palanpur,D1030,90
26.12388,91.53974,Palasbari,D1031,92
18.18158,76.03889,Osmanabad,D1032,112
25.36882,80.7423,Oran,D1033,94
20.66727,75.35305,Pachora,D1034,81
33.46659,76.88488,Padam,D1035,107
22.43654,70.60162,Paddhari,D1036,114
19.47506,75.38558,Paithan,D1037,95
21.33649,72.75161,Olpad,D1038,87
34.01592,75.31899,Pahlgam,D1039,92
15.50357,80.04454,Ongole,D1040,120
25.99023,79.45334,Orai,D1041,85
24.41863,82.98797,Obra,D1042,118
25.9023,91.87694,Nongpoh,D1043,104
31.16667,76.48333,Nurpur Kalan,D1044,115
22.46791,78.43312,Pachmarhi,D1045,102
20.09473,73.92816,Ozar,D1046,88
14.14869,75.57641,Nyamti,D1047,103
19.23114,82.54826,Nowrangapur,D1048,114
23.78438,86.70692,Nirsa,D1049,98
27.73976,75.78652,Neem ka Thana,D1050,112
29.18292,74.77064,Nohar,D1051,115
29.14956,78.4084,Nurpur,D1052,97
12.25953,75.1352,Nileshwar,D1053,118
28.87611,77.5382,Niwari,D1054,83
23.13227,93.06532,North Vanlaiphai,D1055,110
26.83644,88.62943,Odlabari,D1056,114
22.46756,69.07002,Okha,D1057,85
26.19749,91.7202,North Guwahati,D1058,106
31.09662,75.59386,Nurmahal,D1059,115
27.56155,73.47141,Nokha,D1060,99
24.62166,74.67999,Nimbahera,D1061,106
25.51704,91.26484,Nongstoin,D1062,89
22.16094,85.50416,Noamundi,D1063,112
27.23517,94.10357,North Lakhimpur,D1064,81
28.10296,77.00144,Nuh,D1065,105
18.11675,76.75279,Nilanga,D1066,106
26.31397,86.58537,Nirmali,D1067,91
16.78854,80.84593,Nuzvid,D1068,81
26.62249,93.72225,Numaligarh,D1069,86
26.05295,83.05787,Nizamabad,D1070,114
23.47457,84.2678,Neturhat,D1071,107
16.90572,81.67222,Nidadavole,D1072,99
10.165,77.85024,Nilakottai,D1073,84
10.77378,79.41875,Needamangalam,D1074,120
18.67154,78.0988,Nizamabad,D1075,110
19.09685,78.34407,Nirmal,D1076,84
19.02475,73.31688,Neral,D1077,107
20.05756,86.00436,Nimaparha,D1078,108
16.399,74.38285,Nipani,D1079,104
26.14995,74.00094,Nimaj,D1080,113
29.83671,76.93191,Nilokheri,D1081,82
27.31247,83.7253,Nichlaul,D1082,90
8.39854,77.08586,Neyyattinkara,D1083,96
24.8867,85.54364,Nawada,D1084,103
13.09978,77.39364,Nelamangala,D1085,102
31.1245,76.11613,Nawanshahr,D1086,87
21.46235,86.76794,Nilgiri,D1087,94
21.4538,76.39335,Nepanagar,D1088,107
27.13082,88.23972,Naya Bazar,D1089,120
8.60267,77.00139,Nedumangad,D1090,104
29.32416,78.38724,Nihtaur,D1091,84
14.44992,79.98697,Nellore,D1092,99
13.90742,79.89465,Nayudupet,D1093,119
20.12882,85.09626,Nayagarh,D1094,94
26.49716,80.30934,Nawabganj,D1095,102
26.91649,94.73611,Nazira,D1096,104
28.63576,77.22445,New Delhi,D1097,93
11.77554,79.67016,Nellikkuppam,D1098,101
32.76505,74.52772,Nawanshahr,D1099,111
26.36073,75.91836,Niwai,D1100,95
27.85161,75.27384,Nawalgarh,D1101,101
27.0195,75.00226,Nawa,D1102,109
26.93129,81.19841,Nawabganj,D1103,85
26.86396,82.14103,Nawabganj,D1104,80
28.54103,79.63462,Nawabganj,D1105,99
15.53333,73.98333,Navelim,D1106,111
20.94237,72.92467,Navsari,D1107,120
26.30473,74.73364,Nasirabad,D1108,84
10.22776,78.22969,Nattam,D1109,80
27.42752,83.41789,Nautanwa,D1110,96
25.0514,84.32839,Nasriganj,D1111,114
19.99727,73.79096,Nashik,D1112,117
23.4067,88.36861,Navadwip,D1113,95
18.84577,79.46165,Naspur,D1114,107
9.86905,78.55305,Nattarasankottai,D1115,104
15.55877,75.35305,Navalgund,D1116,118
25.38807,87.09906,Naugachhia,D1117,86
24.93805,73.82392,Nathdwara,D1118,101
22.6837,77.27069,Nasrullahganj,D1119,108
29.59903,76.11927,Narwana,D1120,92
23.70758,77.09319,Narsinghgarh,D1121,98
23.07041,72.65702,Naroda,D1122,98
29.22047,76.14278,Narnaund,D1123,103
30.16173,78.28712,Narendranagar,D1124,85
25.6439,77.9129,Narwar,D1125,118
22.94936,79.18357,Narsimhapur,D1126,111
28.67957,77.06799,Nangloi Jat,D1127,88
28.85267,77.09288,Narela,D1128,92
17.66709,82.61245,Narsipatnam,D1129,117
28.20147,78.38723,Naraura,D1130,99
18.04468,78.42516,Narsingi,D1131,114
24.27083,75.05007,Narayangarh,D1132,102
30.47798,77.12804,Narayangarh,D1133,114
16.74799,77.4954,Narayanpet,D1134,118
31.25703,77.4612,Narkanda,D1135,85
25.19033,80.475,Naraini,D1136,93
15.72299,75.38666,Nargund,D1137,85
16.23488,80.04927,Narasaraopet,D1138,117
28.04444,76.10833,Narnaul,D1139,119
13.42565,79.58881,Narayanavanam,D1140,87
21.36671,74.24051,Nandurbar,D1141,83
13.60759,79.31652,Narasingapuram,D1142,96
13.61075,75.512,Narasimharajapura,D1143,118
28.48547,78.71484,Narauli,D1144,103
10.87933,79.61062,Nannilam,D1145,110
8.49326,77.65806,Nanguneri,D1146,116
27.96059,73.55913,Napasar,D1147,105
13.19133,80.18473,Naravarikuppam,D1148,119
15.57316,75.80805,Naregal,D1149,96
31.38966,76.37574,Nangal,D1150,103
20.44892,81.62004,Narharpur,D1151,81
26.79069,75.20608,Naraina,D1152,82
18.41428,84.04463,Narasannapeta,D1153,85
20.83417,76.45924,Nandura Buzurg,D1154,118
27.86459,81.50036,Nanpara,D1155,102
16.43425,81.69845,Narasapur,D1156,106
12.11764,76.68397,Nanjangud,D1157,102
16.7717,80.28596,Nandigama,D1158,104
15.85668,78.26569,Nandikotkur,D1159,108
15.47799,78.4836,Nandyal,D1160,82
20.3068,74.65501,Nandgaon,D1161,96
11.76189,77.89093,Nangavalli,D1162,83
24.56924,80.58809,Nagod,D1163,80
30.56029,77.29426,Nahan,D1164,92
27.19395,95.31929,Namrup,D1165,109
17.81667,76.28182,Naldurg,D1166,82
25.77145,75.84978,Nainwa,D1167,109
19.16023,77.31497,Nanded,D1168,114
27.71102,77.38653,Nandgaon,D1169,94
23.26058,68.82655,Naliya,D1170,81
27.20201,73.73394,Nagaur,D1171,91
27.16494,88.3638,Namchi,D1172,107
11.22126,78.16524,Namakkal,D1173,109
26.6827,88.22001,Naksalbari,D1174,96
23.46115,75.06036,Namli,D1175,99
18.54225,73.13493,Nagothana,D1176,83
29.39743,79.44686,Naini Tal,D1177,119
9.72766,79.00707,Nambutalai,D1178,108
13.32139,79.58557,Nagari,D1179,103
22.42996,80.10561,Nainpur,D1180,117
29.61194,78.34274,Najibabad,D1181,96
17.05439,79.26707,Nalgonda,D1182,86
11.35811,77.32115,Nambiyur,D1183,84
24.29704,87.82899,Nalhati,D1184,97
31.04168,76.72285,Nalagarh,D1185,111
23.45834,75.41759,Nagda,D1186,120
26.61872,81.14043,Nagram,D1187,110
11.45513,78.26818,Namagiripettai,D1188,118
14.27005,79.10131,Nagireddipalli,D1189,95
22.89396,88.41521,Naihati,D1190,91
29.91964,77.30438,Nakur,D1191,94
28.60922,76.97982,Najafgarh,D1192,107
32.0571,76.09139,Nagrota,D1193,110
29.44433,78.43646,Nagina,D1194,109
27.28912,95.3418,Nahorkatiya,D1195,118
24.78686,81.77868,Naigarhi,D1196,118
29.71215,77.41728,Nanauta,D1197,94
31.12586,75.47508,Nakodar,D1198,93
16.4821,78.32471,Nagar Karnul,D1199,94
21.14631,79.08491,Nagpur,D1200,101
8.17899,77.43227,Nagercoil,D1201,83
27.42397,77.09922,Nagar,D1202,98
27.22288,77.19569,Nadbai,D1203,86
12.81939,76.75456,Nagamangala,D1204,117
10.76377,79.84313,Negapatam,D1205,81
32.13808,77.17393,Nagar,D1206,104
31.78303,76.3431,Nadaun,D1207,112
22.69385,72.86157,Nadiad,D1208,116
11.48075,76.54365,Naduvattam,D1209,91
26.10784,79.02283,Nadigaon,D1210,108
11.68465,75.65493,Nadapuram,D1211,119
12.29791,76.63925,Mysore,D1212,80
30.37577,76.15292,Nabha,D1213,99
26.12259,85.39055,Muzaffarpur,D1214,106
10.39505,79.49353,Muttupet,D1215,106
24.60681,84.12624,Nabinagar,D1216,87
11.48772,75.77511,Naduvannur,D1217,86
30.45498,78.07068,Mussoorie,D1218,112
18.32817,72.9621,Murud,D1219,100
30.2022,77.14873,Mustafabad,D1220,114
23.83776,80.39405,Murwara,D1221,104
26.37837,81.79607,Musafir-Khana,D1222,92
9.98493,76.57728,Muvattupula,D1223,112
29.47091,77.70332,Muzaffarnagar,D1224,94
15.20677,75.8839,Mundargi,D1225,92
25.37459,86.47455,Monghyr,D1226,103
22.51135,86.45713,Mushabani,D1227,81
30.79014,76.49883,Morinda,D1228,84
25.8969,86.99577,Murliganj,D1229,95
10.95299,78.44427,Musiri,D1230,113
24.40837,78.09588,Mungaoli,D1231,85
30.47426,74.5166,Muktsar,D1232,120
27.57788,77.94091,Mursan,D1233,90
13.09101,74.79353,Mulki,D1234,97
28.78069,77.49865,Muradnagar,D1235,108
20.06987,79.67826,Mul,D1236,99
23.53631,88.39425,Muragacha,D1237,86
13.16352,78.39346,Mulbagal,D1238,108
20.73299,77.36694,Murtajapur,D1239,117
16.39604,74.19142,Murgud,D1240,120
22.06566,81.68543,Mungeli,D1241,113
15.2807,75.52132,Mulgund,D1242,80
14.97144,75.03658,Mundgod,D1243,114
25.61907,83.75576,Muhammadabad,D1244,84
19.25395,73.38993,Murbad,D1245,114
22.06693,76.49326,Mundi,D1246,93
31.95394,75.61716,Mukerian,D1247,92
23.37074,85.86236,Muri,D1248,81
11.79788,75.45111,Muluppilagadu,D1249,89
13.13353,75.6416,Mudgere,D1250,116
24.1839,88.27171,Murshidabad,D1251,101
25.28307,83.11968,Mughal Sarai,D1252,92
18.70636,77.36795,Mukher,D1253,109
10.08818,77.06239,Munnar,D1254,118
22.83918,69.7219,Mundra,D1255,113
15.30928,76.3383,Munirabad,D1256,108
26.08866,83.29088,Mubarakpur,D1257,105
27.18735,94.91557,Moranha,D1258,96
27.0631,73.82304,Mundwa,D1259,102
23.77015,86.72746,Mugma,D1260,84
16.01191,76.44203,Mudgal,D1261,103
21.77463,78.25756,Multai,D1262,101
21.3403,78.01258,Morsi,D1263,92
10.79426,77.7115,Mulanur,D1264,102
16.33354,75.28305,Mudhol,D1265,117
26.49892,77.99534,Morena,D1266,108
25.39662,85.9219,Mokameh,D1267,112
19.15657,77.50304,Mudkhed,D1268,84
26.03404,83.38114,Muhammadabad,D1269,91
26.64862,84.91656,Mothihari,D1270,89
28.83893,78.77684,Moradabad,D1271,82
11.05936,78.13965,Mohanur,D1272,86
13.06653,74.99525,Mudbidri,D1273,80
27.30895,79.43252,Muhammadabad,D1274,80
9.34169,78.51388,Mudukulattur,D1275,93
16.33782,76.13173,Muddebihal,D1276,95
22.90469,73.83912,Morwa,D1277,95
15.63097,73.73903,Morjim,D1278,102
27.57615,74.68661,Meethari Marwar,D1279,110
28.54012,79.20817,Mirganj,D1280,96
21.46475,78.45103,Mowad,D1281,99
26.2264,78.22482,Morar,D1282,102
25.72595,78.95029,Moth,D1283,110
21.31012,78.82969,Mohpa,D1284,84
17.78812,76.47077,Moram,D1285,84
26.3248,94.51834,Mokokchung,D1286,116
22.81731,70.8377,Morbi,D1287,84
24.4975,93.77791,Moirang,D1288,111
26.78008,80.67497,Mohan,D1289,103
21.63941,78.73638,Mohgaon,D1290,83
26.73583,95.05841,Mon,D1291,97
25.1449,82.56534,Mirzapur,D1292,91
28.25261,80.24498,Mohanpur,D1293,87
25.57374,85.66944,Mohiuddinnagar,D1294,97
29.29026,77.94939,Miranpur,D1295,108
23.46253,73.29857,Modasa,D1296,115
27.43137,80.53157,Misrikh,D1297,117
16.8722,79.56247,Mirialguda,D1298,101
26.88817,88.19007,Mirik,D1299,116
30.81383,75.16878,Moga,D1300,108
